0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
503.6591796875,292.2371826171875,323.1577453613281,379.3285217285156,323.1577453613281,379.3285217285156,323.1577453613281,379.3285217285156,323.1577453613281,379.3285217285156,323.1577453613281,379.3285217285156,323.1577453613281,379.3285217285156,323.1577453613281,379.3285217285156,323.1577453613281,379.3285217285156,428.3402404785156,312.4920654296875,428.3402404785156,312.4920654296875,428.3402404785156,312.4920654296875,428.3402404785156,312.4920654296875,428.3402404785156,312.4920654296875,428.3402404785156,312.4920654296875,579.1410522460938,297.6495666503906,519.4908447265625,239.27537536621094,519.4908447265625,239.27537536621094,593.284423828125,291.0370788574219,593.284423828125,291.0370788574219,593.284423828125,291.0370788574219,593.284423828125,291.0370788574219,593.284423828125,291.0370788574219,593.284423828125,291.0370788574219,429.82293701171875,398.4333801269531,429.82293701171875,398.4333801269531,429.82293701171875,398.4333801269531,439.3232727050781,471.3786926269531,439.3232727050781,471.3786926269531,439.3232727050781,471.3786926269531,439.3232727050781,471.3786926269531,439.3232727050781,471.3786926269531,439.3232727050781,471.3786926269531,439.3232727050781,471.3786926269531,439.3232727050781,471.3786926269531,439.3232727050781,471.3786926269531,774.5111083984375,390.755615234375,774.5111083984375,390.755615234375,774.5111083984375,390.755615234375,774.5111083984375,390.755615234375,774.5111083984375,390.755615234375,774.5111083984375,390.755615234375,774.5111083984375,390.755615234375,774.5111083984375,390.755615234375,774.5111083984375,390.755615234375,774.5111083984375,390.755615234375,774.5111083984375,390.755615234375,774.5111083984375,390.755615234375,774.5111083984375,390.755615234375,774.5111083984375,390.755615234375,420.8862609863281,277.7962951660156,420.8862609863281,277.7962951660156,420.8862609863281,277.7962951660156,420.8862609863281,277.7962951660156,420.8862609863281,277.7962951660156,420.8862609863281,277.7962951660156,455.3935241699219,385.7469787597656,455.3935241699219,385.7469787597656,455.3935241699219,385.7469787597656,525.339111328125,294.7745666503906,525.339111328125,294.7745666503906,525.339111328125,294.7745666503906,525.339111328125,294.7745666503906,490.543701171875,298.12701416015625
,,0.0,0.0,471.7960205078125,364.70794677734375,471.7960205078125,364.70794677734375,471.7960205078125,364.70794677734375,471.7960205078125,364.70794677734375,471.7960205078125,364.70794677734375,471.7960205078125,364.70794677734375,471.7960205078125,364.70794677734375,0.0,0.0,461.7590026855469,292.444580078125,461.7590026855469,292.444580078125,461.7590026855469,292.444580078125,461.7590026855469,292.444580078125,461.7590026855469,292.444580078125,,,0.0,0.0,495.8082275390625,242.2739715576172,0.0,0.0,556.1820678710938,267.3427734375,556.1820678710938,267.3427734375,556.1820678710938,267.3427734375,556.1820678710938,267.3427734375,556.1820678710938,267.3427734375,0.0,0.0,417.49163818359375,359.4480895996094,417.49163818359375,359.4480895996094,0.0,0.0,455.8013610839844,317.8482666015625,455.8013610839844,317.8482666015625,455.8013610839844,317.8482666015625,455.8013610839844,317.8482666015625,455.8013610839844,317.8482666015625,455.8013610839844,317.8482666015625,455.8013610839844,317.8482666015625,455.8013610839844,317.8482666015625,0.0,0.0,279.4504089355469,308.7562255859375,279.4504089355469,308.7562255859375,279.4504089355469,308.7562255859375,279.4504089355469,308.7562255859375,279.4504089355469,308.7562255859375,279.4504089355469,308.7562255859375,279.4504089355469,308.7562255859375,279.4504089355469,308.7562255859375,279.4504089355469,308.7562255859375,279.4504089355469,308.7562255859375,279.4504089355469,308.7562255859375,279.4504089355469,308.7562255859375,279.4504089355469,308.7562255859375,0.0,0.0,418.0262756347656,291.5135803222656,418.0262756347656,291.5135803222656,418.0262756347656,291.5135803222656,418.0262756347656,291.5135803222656,418.0262756347656,291.5135803222656,0.0,0.0,473.51202392578125,407.51080322265625,473.51202392578125,407.51080322265625,0.0,0.0,482.7496337890625,254.25135803222656,482.7496337890625,254.25135803222656,482.7496337890625,254.25135803222656,,
,,0.0,0.0,0.0,0.0,821.1409912109375,333.54754638671875,821.1409912109375,333.54754638671875,821.1409912109375,333.54754638671875,821.1409912109375,333.54754638671875,821.1409912109375,333.54754638671875,821.1409912109375,333.54754638671875,0.0,0.0,0.0,0.0,139.698486328125,127.36324310302734,139.698486328125,127.36324310302734,139.698486328125,127.36324310302734,139.698486328125,127.36324310302734,,,,,,,0.0,0.0,0.0,0.0,593.2184448242188,290.916259765625,593.2184448242188,290.916259765625,593.2184448242188,290.916259765625,593.2184448242188,290.916259765625,0.0,0.0,0.0,0.0,461.7977294921875,432.7890625,0.0,0.0,0.0,0.0,426.30303955078125,417.3594970703125,426.30303955078125,417.3594970703125,426.30303955078125,417.3594970703125,426.30303955078125,417.3594970703125,426.30303955078125,417.3594970703125,426.30303955078125,417.3594970703125,426.30303955078125,417.3594970703125,0.0,0.0,0.0,0.0,767.02587890625,380.1925964355469,767.02587890625,380.1925964355469,767.02587890625,380.1925964355469,767.02587890625,380.1925964355469,767.02587890625,380.1925964355469,767.02587890625,380.1925964355469,767.02587890625,380.1925964355469,767.02587890625,380.1925964355469,767.02587890625,380.1925964355469,767.02587890625,380.1925964355469,767.02587890625,380.1925964355469,767.02587890625,380.1925964355469,0.0,0.0,0.0,0.0,425.3310546875,264.50244140625,425.3310546875,264.50244140625,425.3310546875,264.50244140625,425.3310546875,264.50244140625,0.0,0.0,0.0,0.0,457.6375732421875,409.2067565917969,0.0,0.0,0.0,0.0,515.6199951171875,265.2102355957031,515.6199951171875,265.2102355957031,,
,,0.0,0.0,0.0,0.0,0.0,0.0,407.6625671386719,284.417236328125,407.6625671386719,284.417236328125,407.6625671386719,284.417236328125,407.6625671386719,284.417236328125,407.6625671386719,284.417236328125,0.0,0.0,0.0,0.0,0.0,0.0,300.71209716796875,84.53959655761719,300.71209716796875,84.53959655761719,300.71209716796875,84.53959655761719,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,572.591552734375,272.8977355957031,572.591552734375,272.8977355957031,572.591552734375,272.8977355957031,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,467.6835632324219,474.5144958496094,467.6835632324219,474.5144958496094,467.6835632324219,474.5144958496094,467.6835632324219,474.5144958496094,467.6835632324219,474.5144958496094,467.6835632324219,474.5144958496094,0.0,0.0,0.0,0.0,0.0,0.0,763.0772094726562,405.31060791015625,763.0772094726562,405.31060791015625,763.0772094726562,405.31060791015625,763.0772094726562,405.31060791015625,763.0772094726562,405.31060791015625,763.0772094726562,405.31060791015625,763.0772094726562,405.31060791015625,763.0772094726562,405.31060791015625,763.0772094726562,405.31060791015625,763.0772094726562,405.31060791015625,763.0772094726562,405.31060791015625,0.0,0.0,0.0,0.0,0.0,0.0,410.00396728515625,272.9198303222656,410.00396728515625,272.9198303222656,410.00396728515625,272.9198303222656,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,544.8034057617188,271.0644836425781,,
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.5611877441406,324.45147705078125,291.5611877441406,324.45147705078125,291.5611877441406,324.45147705078125,291.5611877441406,324.45147705078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.60693359375,291.4312438964844,450.60693359375,291.4312438964844,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.3710327148438,267.43267822265625,556.3710327148438,267.43267822265625,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.44256591796875,471.3942565917969,439.44256591796875,471.3942565917969,439.44256591796875,471.3942565917969,439.44256591796875,471.3942565917969,439.44256591796875,471.3942565917969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.652099609375,390.9430236816406,774.652099609375,390.9430236816406,774.652099609375,390.9430236816406,774.652099609375,390.9430236816406,774.652099609375,390.9430236816406,774.652099609375,390.9430236816406,774.652099609375,390.9430236816406,774.652099609375,390.9430236816406,774.652099609375,390.9430236816406,774.652099609375,390.9430236816406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.08860397338867,440.18170166015625,42.08860397338867,440.18170166015625,,,,,,,,,,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.00685119628906,234.8260955810547,217.00685119628906,234.8260955810547,217.00685119628906,234.8260955810547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.97308349609375,614.46826171875,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.5439453125,188.0559844970703,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.8638916015625,338.4984130859375,482.8638916015625,338.4984130859375,482.8638916015625,338.4984130859375,482.8638916015625,338.4984130859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.1464233398438,374.4266357421875,725.1464233398438,374.4266357421875,725.1464233398438,374.4266357421875,725.1464233398438,374.4266357421875,725.1464233398438,374.4266357421875,725.1464233398438,374.4266357421875,725.1464233398438,374.4266357421875,725.1464233398438,374.4266357421875,725.1464233398438,374.4266357421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.83783721923828,576.9324340820312,,,,,,,,,,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837.7688598632812,302.3555603027344,837.7688598632812,302.3555603027344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.6578674316406,317.67742919921875,455.6578674316406,317.67742919921875,455.6578674316406,317.67742919921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.6406860351562,360.9830017089844,718.6406860351562,360.9830017089844,718.6406860351562,360.9830017089844,718.6406860351562,360.9830017089844,718.6406860351562,360.9830017089844,718.6406860351562,360.9830017089844,718.6406860351562,360.9830017089844,718.6406860351562,360.9830017089844,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0168762207031,379.9915466308594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.78558349609375,445.7431640625,479.78558349609375,445.7431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.51361083984375,308.8285217285156,279.51361083984375,308.8285217285156,279.51361083984375,308.8285217285156,279.51361083984375,308.8285217285156,279.51361083984375,308.8285217285156,279.51361083984375,308.8285217285156,279.51361083984375,308.8285217285156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.3333129882812,447.8153076171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.85797119140625,300.4579772949219,255.85797119140625,300.4579772949219,255.85797119140625,300.4579772949219,255.85797119140625,300.4579772949219,255.85797119140625,300.4579772949219,255.85797119140625,300.4579772949219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.4844207763672,280.6894836425781,246.4844207763672,280.6894836425781,246.4844207763672,280.6894836425781,246.4844207763672,280.6894836425781,246.4844207763672,280.6894836425781,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.4693908691406,234.4932861328125,311.4693908691406,234.4932861328125,311.4693908691406,234.4932861328125,311.4693908691406,234.4932861328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.9053955078125,357.1396484375,752.9053955078125,357.1396484375,752.9053955078125,357.1396484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.6520538330078,397.75439453125,155.6520538330078,397.75439453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.90789794921875,370.3289489746094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
